('哪一颗牙最后一次长出来？', '答案: 假牙')
('什么河不能过', '小贴士：夫妻不和(河)不能“过”，过不下去啊!\u3000\u3000问：什么河不能过?\u3000\u3000答：夫妻不和<br />\n不好意思，小编还没有写上答案')
('同事们在小张家喝酒、聊天，酒过三巡后，为什么大家都知道小张喝', '小贴士：现在的女生真会装，今晚和几个同学KTV小聚，最后走的时候女神说她喝醉了，要我送她回家，我说你喝果汁也会醉?。。。幸亏小编机灵，要不今晚就来不及更新网站了!\u3000\u3000问：同事')
('什么东西有风不动无风动', '小贴士：有风就别摇了。\u3000\u3000问：什么东西有风不动无风动?\u3000\u3000答：扇子<br />\n不好意思，小编还没有写上答案')
('服裝仪容检查时，小明有理头发，为什么教官不信', '小贴士：不管小明有没有“理”，反正教官觉得没“理”。\u3000\u3000问：服裝仪容检查时，小明有理头发，为什么教官不信?\u3000\u3000答：秀才遇到兵，“有理”說不清。<br />\n不好意思，小编还没有写上答案')
('历史上谁拉屎最黄', '小贴士：秦始皇(屎黄)!这算躺着也中枪吗?\u3000\u3000问：历史上谁拉屎最黄?\u3000\u3000答：秦始皇<br />\n不好意思，小编还没有写上答案')
('小王说他会在太阳和月亮永远在一起的时候去旅行，你说可能吗', '小贴士：“明”天的时候太阳(日)就可以和月亮(月)在一起了。\u3000\u3000问：小王说他会在太阳和月亮永远在一起的时候去旅行，你说可能吗?\u3000\u3000答：可能<br />\n不好意思，小编还没有写上答案')
('为什么诸葛亮被请了3次才出山', '小贴士：常言道：“&amp;lsquo;事不过三。&amp;rsquo;我若不去，真是个下流无耻之徒。”--《西游记》第二十七回\u3000\u3000问：为什么诸葛亮被请了3次才出山?\u3000\u3000答：事不过三<br />\n不好意思，小编还没')
('医生嘱咐小明吃3片药，半小时吃1片，问小明吃完药片需几小时', '小贴士：先吃一片，半小时后吃一片，一小时再吃一遍。\u3000\u3000问：医生嘱咐小明吃3片药，半小时吃1片，问小明吃完药片需几小时?\u3000\u3000答：一小时<br />\n不好意思，小编还没有写上答案')
('8分开是什么', '小贴士：&ldquo;8&rdquo;分开后就是两个&ldquo;0&rdquo;。\u3000\u3000问：8分开是什么?\u3000\u3000答：0<br />\n不好意思，小编还没有写上答案')
('一间屋子里到处都在漏雨，可是谁也没被淋湿，为什么', '小贴士：这是间鬼屋!\u3000\u3000问：一间屋子里到处都在漏雨，可是谁也没被淋湿，为什么?\u3000\u3000答：屋里没人<br />\n不好意思，小编还没有写上答案')
('小偷、黑客、工程师都靠什么吃饭', '小贴士：不用嘴吃个饭试试!\u3000\u3000问：小偷、黑客、工程师都靠什么吃饭?\u3000\u3000答：靠嘴<br />\n不好意思，小编还没有写上答案')
('贪玩的小孩喜欢上什么课', '小贴士：小孩喜欢“下课”，大人们可不乐意“下课”。工人下岗称之为“下课”，干部离体退休称之为“下课”，甚至夫妻离异也戏称为叫对方“下课”。\u3000\u3000问：贪玩的小孩喜欢上什么')
('什么东西能吃不能碰', '小贴士：吃亏是福，占便宜是祸。\u3000\u3000问：什么东西能吃不能碰?\u3000\u3000答：亏<br />\n不好意思，小编还没有写上答案')
('哪两个单词有最多的字母', '小贴士：word list(词表)\u3000\u3000问：哪两个单词有最多的字母?\u3000\u3000答：word list<br />\n不好意思，小编还没有写上答案')
('什么东西可大可小，可长可短', '小贴士：金箍棒，全称如意金箍棒!答案是其他的请面壁去!!\u3000\u3000问：什么东西可大可小，可长可短?\u3000\u3000答：金箍棒<br />\n不好意思，小编还没有写上答案')
('有一个人被从几千米的高空掉下来的东西砸在头上，却没有受伤，为', '小贴士：雪花从云中下降到地面，路途很长，在条件适合时，可以经多次攀连并合而变得很大。\u3000\u3000问：有一个人被从几千米的高空掉下来的东西砸在头上，却没有受伤，为什么?\u3000\u3000答：那是雪')
('什么人最不怕冷', '小贴士：戴着围巾的雪人还是怕冷的!\u3000\u3000问：什么人最不怕冷?\u3000\u3000答：雪人<br />\n不好意思，小编还没有写上答案')
('读一年级的东东没有学过外文，为什么也会写外国字', '小贴士：阿拉伯数字实际由印度人发明!在许多阿拉伯国家，很多阿拉伯人不爱用阿拉伯数字，而另外有一套他们自己独特的数字书写和计算方式。\u3000\u3000问：读一年级的东东没有学过外文，')
('5比0大，0比2大，而2又比5大。你知道是怎么回事吗', '小贴士：握成拳头是0，剪刀状是二，摊开手就是5了。\u3000\u3000问：5比0大，0比2大，而2又比5大。你知道是怎么回事吗?\u3000\u3000答：玩“剪刀、石头、布”游戏<br />\n不好意思，小编还没有写上答案')
('杨过为什么要跳崖', '小贴士：杨过的父亲是杨康，父是康(富士康)!\u3000\u3000问：杨过为什么要跳崖?\u3000\u3000答：父是康<br />\n不好意思，小编还没有写上答案')
('一个小偷学了六年开锁技术为什么还是打不开锁', '小贴士：小偷遇到贼了，还是偷心贼。\u3000\u3000问：一个小偷学了六年开锁技术为什么还是打不开锁?\u3000\u3000答：小偷遇到的是情锁<br />\n不好意思，小编还没有写上答案')
('什么事每人每天都必须认真地做', '小贴士：人的一生中，睡眠占了近1/3的时间，它的质量好坏与人体健康与否有密切关系，由此可见睡眠对每一个人是多么重要。\u3000\u3000问：什么事每人每天都必须认真地做?\u3000\u3000答：睡觉<br />\n不好')
('贱人和好人谁体重更轻一些', '小贴士：贱人就是矫情(较轻)，本宫就是瞧不得她那一脸的狐媚样!!--《甄嬛传》\u3000\u3000问：贱人和好人谁体重更轻一些?\u3000\u3000答：贱人<br />\n不好意思，小编还没有写上答案')
('小明半夜吃泡面，为什么一面吃，一面眼盯着表', '小贴士：赶时间的时候时间是最宝贵的。\u3000\u3000问：小明半夜吃泡面，为什么一面吃，一面眼盯着表?\u3000\u3000答：那包泡面就快要过期了<br />\n不好意思，小编还没有写上答案')
('小明在一次难度很大的考试中表现得非常从容，为什么', '小贴士：小明成天呆在书本里，什么考试对他来说都是小意思了。\u3000\u3000问：小明在一次难度很大的考试中表现得非常从容，为什么?\u3000\u3000答：小明是考官<br />\n不好意思，小编还没有写上答案')
('什么话经常说，见面的时候从不说', '小贴士：见面的时候改玩手机了!\u3000\u3000问：什么话经常说，见面的时候从不说?\u3000\u3000答：电话<br />\n不好意思，小编还没有写上答案')
('什么老虎不吃人', '小贴士：秋老虎是我国民间指立秋以后短期回热天气，一般发生在8、9月之交，持续日数约7-15天。这种天气出现的原因是南退后的副热带高压又再度控制江淮及附近地区，形成连日晴朗')
('哭和笑有什么共同之处', '小贴士：小时候哭着哭着就笑了，长大后笑着笑着就哭了。\u3000\u3000问：哭和笑有什么共同之处?\u3000\u3000答：两个字的笔划都是十划<br />\n不好意思，小编还没有写上答案')
('什么东西越冷越爱出来', '小贴士：正常情况下，人的鼻腔黏膜时时都在分泌黏液，以湿润鼻腔膜，湿润吸进的空气，并粘住由空气中吸入的粉尘和微尘和微生物，这就是鼻涕。\u3000\u3000问：什么东西越冷越爱出来?\u3000\u3000答：鼻')
('石头，西红柿打到头上，哪个最痛', '小贴士：如果西红柿有知觉，痛的肯定是西红柿。\u3000\u3000问：石头，西红柿打倒头上，那个最痛?\u3000\u3000答：头疼<br />\n不好意思，小编还没有写上答案')
('哪一种人占用地球表面积最小', '小贴士：跳芭蕾的都是踮着脚。\u3000\u3000问：哪一种人占用地球表面积最小?\u3000\u3000答：芭蕾舞演员<br />\n不好意思，小编还没有写上答案')
('瞎子为何夜路点灯', '小贴士：瞎子照亮了自己，也照亮了别人。\u3000\u3000问：瞎子为何夜路点灯?\u3000\u3000答：为了使别人不撞到他<br />\n不好意思，小编还没有写上答案')
('什么人双手是多余的', '小贴士：2004年初，国际足联确认足球起源于中国，“蹴鞠”是有史料记载的最早的足球活动，《战国策》和《史记》是最早记录蹴鞠的文献典籍。\u3000\u3000问：什么人双手是多余的?\u3000\u3000答：足')
('什么东西买来的时候是白色的，用后是黑色的', '小贴士：最初的毛笔是用来涂描甲骨文的笔画的，而真正用毛笔写字，可能开始于简牍和锦帛上文字的书写。\u3000\u3000问：什么东西买来的时候是白色的，用后是黑色的?\u3000\u3000答：毛笔<br />\n不好意思，小')
('蟑螂请蜈蚣到家中作客，发现没有油了，蜈蚣要去买，却久久未回，', '小贴士：蜈蚣买鞋都买穷了。\u3000\u3000问：蟑螂请蜈蚣到家中作客，发现没有油了，蜈蚣要去买，却久久未回，究竟发生了什么事?\u3000\u3000答：蜈蚣还在门口穿鞋<br />\n不好意思，小编还没有写上答案')
('一个阴森的的夜晚，眼前一个长发披肩，脸色苍白的女孩，用手去摸', '小贴士：如果是镜子就可怕了!\u3000\u3000问：一个阴森的的夜晚，眼前一个长发披肩，脸色苍白的女孩，用手去摸，却摸不着为什么?\u3000\u3000答：隔着玻璃呢<br />\n不好意思，小编还没有写上答案')
('小明说他一次可以放10万个风筝，他并没有吹牛。你知道他是如何放', '问：小明说他一次可以放10万个风筝，他并没有吹牛。你知道他是如何放的吗?\u3000\u3000答：在风筝上写上十万个<br />\n不好意思，小编还没有写上答案')
('什么样的书最香', '小贴士：吃货看菜谱都会流口水的哦!\u3000\u3000问：什么样的书最香?\u3000\u3000答：菜谱<br />\n不好意思，小编还没有写上答案')
('什么东西有头无脚', '小贴士：打架用砖头乎，不亦乱乎， 照头乎，乎不死再乎。\u3000\u3000问：什么东西有头无脚?\u3000\u3000答：砖头<br />\n不好意思，小编还没有写上答案')
('有10只鸟，打死了一只，其它九只为什么没飞', '小贴士：驼鸟是不会飞的鸟。\u3000\u3000问：有10只鸟，打死了一只，其它九只为什么没飞?\u3000\u3000答：因为那是一群驼鸟<br />\n不好意思，小编还没有写上答案')
('什么鱼不能吃', '小贴士：“师父，你每天敲木鱼木鱼会痛吗?”“傻孩子，为师每天都要做法事，法事也没有怀孕呀。”\u3000\u3000问：什么鱼不能吃?\u3000\u3000答：木鱼<br />\n不好意思，小编还没有写上答案')
('武松到底犯了什么罪，为何被抓', '小贴士：老虎可是国家一级保护动物啊!\u3000\u3000问：武松到底犯了什么罪，为何被抓?\u3000\u3000答：打死老虎<br />\n不好意思，小编还没有写上答案')
('什么东西洗好了却不能吃', '小贴士：洗牌洗牌。。。\u3000\u3000问：什么东西洗好了却不能吃?\u3000\u3000答：扑克<br />\n不好意思，小编还没有写上答案')
('哪个寨子的人是最多的', '小贴士：柬埔寨佛教徒占人口的95%，伊斯兰教徒占人口的2%，其他占3%。\u3000\u3000问：哪个寨子的人是最多的?\u3000\u3000答：柬埔寨<br />\n不好意思，小编还没有写上答案')
('卖的不喜欢吃，喜欢吃的不买，买的也不喜欢吃是什么东西', '小贴士：“吃亏”的亏!\u3000\u3000问：卖的不喜欢吃，喜欢吃的不买，买的也不喜欢吃是什么东西?\u3000\u3000答：亏<br />\n不好意思，小编还没有写上答案')
